id,udes,ades,ds
9739,Specialty ingredients and commodities| offering products and services to the bakery| beverage| dairy| health and nutrition| meat| poultry and wine industries. Products include bacterial cultures| enzymes| natural colours| test systems| phosphates| stabilisers| emulsifiers| baking powders| brines| spice blends| marinades and various other food ingredients.,,2
9738,We are looking for F&B companies that manufacture and distribute juice-based drinks and products like Formulated Compounds| Juice Blends| Emulsions| Juice Concentrates & Purees etc.,,2
9737,Interested in chemical companies in Pigments & Additives| Polymers| industrial cleaning| agricultural| water treatment| lubricant| Animal Health & Nutrition| Sulphuric acid and sulphur-based chemicals etc.,,2
9736,Interested in chemical companies in Pigments & Additives| Polymers| industrial cleaning| agricultural| water treatment| lubricant| Animal Health & Nutrition| Sulphuric acid and sulphur-based chemicals etc.,,2
9735,We are looking for a broad range of specialty nylon yarn companies catering to industrial clients.,,2
9734,Headquartered in Europe| this global food products company focuses on dairy| health and nutrition products.Requirement :It is looking to acquire other food product companies globally with the preferred regions being APAC and Middle East. The prospective target should be operating in either of the below mentioned businesses in the F&B Sector :1) Fresh Dairy Products         ( Yogurt| curd| milk)2)Water                                  ( Mineral and distilled water| areated water to be excluded)3)Medical nutrition products( Innovative nutrition products for elderly patients)4)Nutrition foods for babies/mothers (for diff cycles of pregnancy and for children through each stage of development: Milk| nutrition powders| health food),,2
9733,Looking for companies that provide chemical for mining related activities like commercial explosives for mining| quarrying and construction markets.,,2
9732,We are looking for molecular diagnostics companies that help in treatment of  diseases like cancer. Revenue growth of the company should be over 10% and annual cash burn less than USD10M. We are not looking for diagnostics centers| looking for labs.,,2
9731,We are looking for textile manufacturing  companies engaged in apparel or home furnishing products like  of Yarn| Greige and Processed Fabric| Sewing Thread| Acrylic fibre etc. We are open to distressed opportunities as well.,,2
9730,Headquartered in the United States| this company is into the business of specialty chemicals with focus on paints| coatings and materials.It's current businesses include : Architectural Paint| Fiber Glass| Optical Products| Silicas| Aerospace Transparencies| Sealants and Coatings| Industrial Coatings| Packaging Coatings| Industrial Coatings Services| Automotive Coatings| and Protective and Marine Coatings.Requirement : The company is looking to acquire other companies that manufacture specialty chemicals| in either of the above mentioned businesses.,,2
9729,We seek companies either in mobility (wheelchairs) or non invasive orthopedics (orthotics like knee braces and supports| lumbar supports).,,2
9728,Looking for digital media| content and advertising companies.,,2
9726,We are an integrated marketing firm that provides advertising| marketing| and corporate communications services. Right now we are targeting companies with capabilities in Shopper marketing ( understanding how one's target consumers behave as shoppers| in different channels and formats| and leveraging this intelligence) especially in e-commerce and data analytics.,,2
9724,We are looking for companies that source| store| ship and distribute agricultural products including coffee| sugar| molasses| pulses and grains.,,2
9723,About the acquirer :This software solutions provider| based out of India| specialises in providing transaction banking and lending products to the financial services industry| on a global platform. The company was one of the initial few providers of retail and corporate banking softwares in the industry.Requirement :The company is looking at global acquisitions in the areas of Mobility| Analytics| CRM| Corporate GL| Real time Payments| Trade front-end| Portal capability on web-top Payment hub| under transaction banking and lending software solutions for the financial services sector.Geographical preference : Global with a preference that the target companies should have customers in Asia (India)| South East Asia| Middle East| ANZ| Europe| Africa and Americas (in the same order).,,2
9722,Founded in 1984| the group has developed to be the leader of Chinese industrial electrical equipment production and clean energy fields. It has a total assets of USD7.1 Bn and 30|000 employees| 97 oversea subsidiaries| more than 2|300 distributors and more than USD7.3Bn revenue in 2015.Looking for synergistic opportunities from manufacturing space.,Founded in 1984| the group has developed to be the leader of Chinese industrial electrical equipment production and clean energy fields. It has a total assets of USD7.1 Bn and 30|000 employees| 97 oversea subsidiaries| more than 2|300 distributors and more than USD7.3Bn revenue in 2015.,2
9721,We are looking for companies that provide clinical| financial| and operations software solutions for the skilled nursing| senior living| home care & long-term care industries.,,2
9718,We are looking for near production or advanced exploration precious metals projects| mostly in the silver sector.,,2
9716,Headquartered in the United States| this company is a leading provider of independent advisory services| software and data solutions to the global commercial real estate industry. These solutions empower clients to analyze| gain market insight and recognize value on their real estate investments.The company is looking to acquire providers of such data analytics| research and software solutions| serving the commercial real estate industry. A few examples of such solutions include ; Data consolidation and security| data collection and management| construction contract solutions| cost management| asset financial reporting| property tax schedules etc.,,2
9714,We are looking for optoelectronics companies in segments: Lasers & Material Processing| Optical Systems| Industrial Metrology| Traffic Solutions and Defense & Civil Systems.Applications are Electric Power Supply and Drive Systems| Industrial Metrology| Cameras and Camera Modules| Laser and Laser Technology| LED lighting| Aviation Systems| Optics and Optical Systems| Optoelectronics and Optoelectronic Systems| Defense and Security Technology and Traffic Safety Systems,,2
9713,Headquartered in the United States| the company is a managed leading service provider for IoT and M2M and aims to simplify the development and deployment of the Internet of Things (IoT) and Machine-to-Machine (M2M) applications across the globe.Currently| it is looking to acquire similar companies that provide technological solutions focused on Internet of Things| with applications in Security and services and device management : integrated IoT wireless security solutions that combine video| still picture| dispatched voice| and IoT remote sensor data services.Other secondary requirements are for IoT in healthcare| payments and transactions| insurance etc.,,2
9709,We are looking for companies in Life Sciences & Diagnostics segment that offers analytical instruments| reagents|consumables| software and services that hospitals| physicians’ offices| reference laboratories and other critical care settings useto diagnose disease and make treatment decisions. We are looking for both manufacturer & distributors of equipment and consumables with high gross margin. We prefer companies with recurring revenue from consumables for the equipment sold to its clients.,,2
9708,Looking for companies in Environmental and water treatement segments for products and services help protect the global water supply| facilitate environmental stewardship| enhance the safety of personal data and improve business efficiencies. Water quality business provides instrumentation and disinfection systems to help analyze| treat and manage the quality of ultra-pure| potable| waste|ground and ocean water in residential| commercial| industrial and natural resource applications. We are looking for both manufacturer & distributors of equipment and consumables with high gross margin. We prefer companies with recurring revenue from consumables for the equipment sold to its clients.,,2
9707,Looking for companies in product identification businesses- printing| marking| coding| packaging| design and color management applications on consumer and industrial products. Also| looking for automation business that provide electromechanical and electronic motion control products and mechanical components for the automation market.,,2
9706,Looking for companies in Dental segment that provides products that are used to diagnose| treat and prevent disease and ailments of the teeth| gums and supporting bone| as well as to improve the aesthetics of the human smile.,,2
9705,Looking for companies in Test & Measurement segment that offer essential products| software and services used to create actionableintelligence by measuring and monitoring a wide range of physical parameters in industrial applications| including electricalcurrent| radio frequency signals| distance| pressure and temperature. Products include a variety of compact professional test tools| thermal imaging and calibration equipment for electrical| industrial| electronic and calibration applications.,,2
9704,We are looking for auto companies that manufacture emblems| appliques| moldings| panels| other trim pieces and interior assemblies and components. Also| looking at high-value coatings on attractive and durable parts all around the vehicle.,,2
9703,Canada based| this is an industry leading software solutions that provides mission critical software solutions for utilities| local governments| and schools throughout the U.S. and Canada.The company is looking to acquire businesses in the vertical market software space; Software that is developed for and customized to a specific industry's needs: mission critical enterprise software solutions. The target software solution should cater to the needs of any particular industry rather than serving horizontally across industries.Focus areas for acquisition are| healthcare| utilities| public sector & public safety| schools etc in US| Canada and Europe (Sp Germany).Few of its current products are into  Web-enabled Customer Information (CIS)| Utility Billing Solutions and Financial Management Software| computer aided dispatch (CAD)| records management software (RMS)| and mobile application solutions| ERP| clinical information systems etc.,,2
9701,It is global glass manufacturer that employ 15|000 people and operate facilities throughout North America| Europe| South America| Asia| Africa and the Middle East. It has a leading positions in float glass| fabricated glass products| fiberglass insulation and other building materials. It is looking for glass manufacturers and solutions provider globally that specialize in float| fibreglass and fabricated glass products used for commercial| residential and transportation applications.,,2
9700,Want to acquire transloading facilities.  Blue water or brown water.  Bulk materials: coal| aggregates| liquids| fertilizer| etc.Transload rail to barge| barge to rail| barge to truck| rail to truck,,2
9699,Headquartered in the US| this is a global specialty chemicals company serving a range of industries across the world| in markets from oilfields| fuels| refineries and power stations to personal care. The company is looking to acquire manufacturers of specialty chemicals mainly in the following three sectors :1) Speciality chemicals for fuels (refinery| marine fuel| renewable fuel| power fuel| polymers)2) Specialty chemicals for Oil and Gas through ; Drilling| completion| production| midstream ( Biocides| Corrosion Inhibitors| Drag Reducers| Hydrate Inhibitors| Paraffin Inhibitors / Dispersants| Pipeline Cleaners)3) Specialty chemicals for ingredients for personal care(cosmetics| hair cleanser| hair conditioners) and home care products (floor cleaners| hard surface cleaners )Sanctioned economies to be excluded.,,2
9698,Looking for data-driven marketing and advertising agencies with "sticky" client offerings.,,2
9697,We are looking for smart city solution providers that use in-house technologies to improve and better manage service delivery to millions of individuals across the world. Mainly looking for companies that are serving the local government and authorities.,,2
9696,We are looking for E-learning companies that enable borderless training solutions through the utilisation of enabling technologies in digital learning space.,,2
9695,We are looking for water utilities companies that help monitor| measure and control the flow and delivery of water to communities across the globe.Not looking at treatment facilities,,2
9693,We are looking for targets in Europe| potentially also the US and South America in the Flexible Packaging market with a keen focus on Food applications. Specific interest in high-barrier packaging solutions. Applications- High barrier films| High barrier shrink films| laminates| aluminium foil| Multi-layer laminates| specialty films| bags| shrink bags| paper packaging etc.,,2
9692,Singapore based| the company is one of the top agriculture businesses| supplying food and industrial raw materials globally. It is into the business of growing| sourcing| processing| manufacturing| transporting| marketing etc.It is the world’s largest vertically-integrated processor of dehydrated onion| garlic| capsicum and parsley and is currently looking to acquire manufacturers and processors of vegetables| spices and herbs for making powder (preferred)| sauces| pastes and purees. These products find application is the F&B industry| used as flavours and natural colours.,,2
9690,We are looking for anesthesia and emergency medicine groups.,,2
9689,Headquartered in UK| this pharmaceutical company develops partnerships with a wide range of pharmaceutical and biotech companies| through which over the past 50 years the network of independent associated companies has become a leader in pain management| and is building a growing presence in the oncology| rheumatoid arthritis and respiratory markets.The company is looking to acquire similar biotech and pharma companies to expand its global foot print with a HIGH focus on the European Markets| to complement its existing portfolio in the field of therapeutics| pain| oncology| respiratory| drugs used for chemotherapy and Bio similar products.,,2
9688,Headquartered in the United States| the company is a trusted provider of comprehensive| cost-effective and safety driven solutions to the oil and gas| transportation| chemical| industrial| power and government sectors.It is looking to acquire similar companies in the environmental services| industrial cleaning| waste management| soil and ground water treatment and oil & gas services| catering to the industries mentioned above.The current services include :-  Response and Standby Services (Response to oil| rail| HAZMAT| specialized| & fire)-  Industrial Services -  Remediation Services -  Equipment Rental and Purchase-  Marine Services -  Training & Consultancy,,2
9686,Looking for motoring or cycling related retail opportunities| which could either be on| or offline propositions (or a mix of both). Would favour any opportunities that include a service-element to the offer. We are open to opportunities of various sizes and across the geographic regions identified above.,,2
9685,Singapore based| the company designs and manufactures semiconductor packaging and electronic assembly solutions supporting the global automotive| consumer| communications| computing and industrial segments.It is looking to acquire similar manufacturers of semiconductor equipments mainly| die bonder and flip chip bonder.Die bonder finds applications in LED| discrete| CIS| ICs and memoryFlip Chip bonder : The high accuracy flip chip bonder is used for GPU| CPU| application process (APU)| broadband processor & memory. The low accuracy flip chip bonder is used for LED| discrete| PMIC and lower pin count ICs.The company is looking for profitable businesses with a net margin of 8% - 15%.,,2
9684,We are looking for specialty plant-based natural ingredients manufacturers serving 3 strategic markets: Food & Beverage| Nutrition & Health| and Personal Care. The companies that offer its customers a full array of high quality ingredients| responsibly sourced from nature for food| pharmaceutical| nutraceutical and cosmetic applications.Not interested in corn derived products,,2
9683,A Fortune 100 company based out of USA| this is one of the largest and strongest diversified insurance and financial services organizations in the region. The company provides a full range of insurance and financial services| including auto| commercial| homeowners| farm and life insurance; public and private sector retirement plans| annuities and mutual funds; banking and mortgages.The company is looking to acquire other companies in the insurance or asset management businesses; namely| property & casualty insurance| life insurance and mutual fund companies| for a majority or a hundred percent stake.,,2
9680,Headquartered in the US| the company is a retail property & casualty and employee benefits insurance brokerage and consulting firm.It is looking to acquire companies in the retail/ property & casualty insurance broking services sector with a focus on the US markets.It current services encompass:Property| General Liability| Auto and Fleet Management| Boiler and Machinery| Transit and Cargo| Directors and Officers Liability and Corporate Governance Risk| E&O|Network Security and Cyber Liability| Environmental| Product Liability and Clinical Trials Coverage| Workers’ Compensation| Captives and Self-Insurance| Mergers and Acquisitions|Group Insurance Programs,,2
9678,Looking for distributor of energy products| naphthenic and paraffinic oils| aliphatic solvents| white mineral oils| synthetic lubricants| asphalt| fuels| waxes| hydrocarbon gels etc.,,2
9677,We are interested in construction materials and services companies that offer expertise in asphalt products| aggregate supply|and construction services.,,2
9676,We are looking for Chemical companies that develop| produce| and market solvents and specialty products to manufacturers| direct customers| and distributors. Interested chemicals - oxygenated solvents and intermediates| aromatic solvents and intermediates| and performance urethane intermediates. Markets served include coatings| agricultural chemicals| flavors and fragrances| petrochemicals| electronics| household and personal care products| polymer intermediates| oleochemicals| motor fuels etc.,,2
9675,We are interested in companies that provide an array of environmental services that protect the environment and human health through the management of customers’waste and by-products including hazardous waste incineration &stabilization| total byproduct management| specialty recycled products etc.,,2
9674,Head quartered in Canada|  this is a global biopharmaceutical company focused on the innovative application of science and medicine to help people with serious medical conditions. It specialises in products for Central Nervous System| Respiratory| and COPD.The company is looking at ONLY In- licensing products for central nervous system| infectious diseases| new age medicines| psychiatric conditions.The target market is Canada. The products may/ may not have been launched in Canada yet. ( Might have been launched in other markets).Not looking at company acquisitions.,,2
9670,We are looking for IOT companies in North America and Europe.,,2
9667,We are looking for packaging companies in Asia that manufacture  strap| stretch| and protective packaging consumables| tools and equipment. These products protect goods during manufacturing| transport and warehousing. We are also looking at companies that help in the automation of the packaging process.  We are interested in equipment| consumables| tools| accessories in the below segments of our interests:-Stretch packaging–-plastic film that is wrapped around the outside of boxes| pallets| raw materials and other goods.Protective packaging–-paper and plastic-based pieces that are placed around and between goods to protect products during transportation.Strap packaging–-plastic and steel straps that are wrapped around steel coils| the outside of boxes| pallets| raw materials and other goods.Tools and machines that are used to apply the strap and stretch packaging.,,2
9664,USA based| this is a leading manufacturer of industrial packaging| that produces strap| stretch and protective packaging| manufactures packaging tools and equipment used for the bulk packaging materials. These commercial packaging products are used to contain| unitize| protect and secure goods during warehousing and shipment.Looking to acquire global manufacturers of tools & equipment for warehouse automation and packaging ; Plastic strapping| Steel strapping| Industry-specific application equipment| General purpose application equipment| Manual| battery-powered and pneumatic hand tools| Strapping accessories| Staples| Stapling equipment| wrapping machines| Octopus wrapping machines| case sealer etc.,,2
9663,Headquartered in the US| the company is an independent financial services corporation focused on providing retirement plans and related services for public sector participant accounts. The record keeping business is for 457(b) plans. (IRS-sanctioned| tax-advantaged employee retirement plans offered by state and local public employers and some nonprofit employers).The company is looking to acquire other companies specifically in the record keeping business : retirement plan administrators| that cater to public employees| state| local and federal employees. This requirement focuses on other smaller record keepers to add to its database and expand its customer portfolio. The target businesses may or may not be profitable.,,2
9661,Headquartered in Germany| the company is a global market leader in the development and manufacture of automobile products with unique features that reduce vehicle weights and help protect the environment by lowering CO2 emissions.It is targeting acquisitions mainly in Japan and South East Asia to expand it's global foot print| for the following product lines :1) SuspensionSuspension coil Springs| Stabilizer Bars| Tailor rolled products2)Body Division Tailor rolled products (Thickness of 0.8mm - 1.6mm / 2mm - 4mm) | carbon fibre| reinforced products3)Power Train systems -Engines (belt tensioner systems| spring band clamps) - higher in performance| more fuel efficient| less polluting| and longer in life expectancy,,2
9659,Looking for branded frozen food| refrigerated food| ready-to-heat meals in the US and Canada.,,2
9657,We are looking for healthcare facilities in the US.,,2
9654,We are looking for consulting companies in IT| life sciences| engineering| and project management.,,2
9653,The company is a global leader in providing packaging| printing| and specialty solutions serving the pharmaceutical| medical device| food| beverage| and card markets among others.It has a strong foothold in the F&B sector. Hence the current focus is to acquire companies that produce flexible packaging films (on the thicker side| min thickness being 150 microns) for pharmaceutical| personal care| agri| automotive and credit card companies as the end users.EBITDA has to be minimum of 10% as a strict criteria.Current products :Food packaging films| general package thermoforming films| label films| medical device films| Pharmaceutical packaging films| Adhesive Tape Films| Artificial Foliage Films| Boxmaking Films| Card Films| Decorative Surface Films| Metallizing Films| Pipe Insulation Films| Printing Films| Stationery Films| Technical Films,,2
9649,Headquartered in the Middle East| the company offers urban planning and comprehensive architectural and engineering consulting services| geospatial integration services.In line with its strategy of adjacent acquisitions| the company is looking to acquire smart tech businesses - Geospatial Integration services and Institutional IOT(not consumer)| from an engineering point of view (not manufacturing).,,2
9648,We are interested in evaluating any opportunity in the branded generics pharmaceutical space| focused in the markets which I have mentioned above.We are ok with acquiring companies| products| brands or other assets related to the business| with or without a manufacturing facility.,,2
9647,Headquartered in the Middle East| the company offers urban planning and comprehensive architectural and engineering consulting services. It is looking to acquire general engineering consultancy companies in South East Asia to expand its business geographically; focused on the same business.The company functions in the following divisions :1) Engineering Services - Feasibility Studies| Planning|Program Development| Value Engineering| Technical Specifications2) Design Services - Data collection| Concept Design| Detailed Design3) Tendering Services - Conditions of Contracts| Pre-qualification of Tenderers| Final Reports4) Supervision - Supervision of Construction| Quality| Time & Cost Control|Claims & Commissioning5) Program Management Services -  Project Lifecycle Schedules| Cost Management| Stakeholders Management|Quality Assurance & Control Resources Management6) Design and Build project participation - Project Lifecycle Schedules,,2
9646,We would be interested in looking at opportunities in paper and packaging space. Global| anything with >$25 million of revenue. Products like Corrugated Containers| Containerboard| Folding Cartons| Paperboard| Pulp etc.Corrugated in Europe would be tough for us.,,2
9645,Looking for companies in digital marketing space like UX/UI| digital content distribution| digital creative| digital engagement and automation using AI| Machine learning like chatbots for virtual assistance,,2
9644,Headquartered in United Kingdom| the company is one of the leading brands in the speciality chemicals market| and leader in market segments including coatings| construction| technical textiles| paper and synthetic latex gloves.The company's focus is looking at bolt on acquisitions| targeting similar businesses; speciality chemicals manufacturers and suppliers of Acrylic and Vinyl emulsions polymers| speciality polymers and Styrene-Butadiene and Acrylonitrile-Butadiene latex| for the following industries - construction and coatings| paint and lacquer| construction chemistry and construction adhesives.,,2
9641,Searching for manufacturer of polymers| polymer dispersions| and specialty additives for various applications such as coatings| adhesives| construction products| plastics| sealants| paper| carpet| textiles| personal care products| or medical products.,,2
9640,We are looking for Automotive software companies both for system and retailing.,,2
9638,We are looking seafood based companies in  North America.,,2
9637,Headquartered in the United States| the company provides customized| cost-effective property/casualty insurance and risk management programs| risk management services including claims and information management| risk control consulting. In addition| the company assists clients in all areas of their employee health/welfare and retirement plans| including plan design| funding and administration.The company is looking to acquire 'Benefits Consultant' businesses| that provide consultancy services for insurance and related benefits to companies : Medical insurance| dental insurance| employee health and retirement plans etc.Geographical focus is US West Coast ; California| Colorado| Utah| Arizona| Washington| Montana| Maldives etc.,,2
9636,Looking for companies in Personal Care.  We are most interested in facial skin care| hair care| hand & body lotion/care| depilatories,,2
9634,Our M&A focus is on our core focus areas being profitable businesses in the maritime supply chain|ideally of a tech/B2B/service nature. We are looking for internet enabled maritime companies to improve the buying of supplies and spares. It should help marine buyers to find the best suppliers easily and trade efficiently.,,2
9614,Looking for companies engaged in manufacture of tapioca| vermicelli and noodle products. The Company’s products could also include tapioca starch| alpha starch| sago and glucose syrup.,,2
9613,Looking for Over the Counter and Active pharmaceutical ingredients (API) in below specialties:-Central Nervous SystemOncologyPainWomen’s HealthRespiratory Care,,2
9608,We are looking for financial services companies such as life insurance| annuities| mutual funds and investment management with AUM above USD500M.,,2
9607,Looking for defense companies that provide scientific| engineering| systems integration| and technical services to Department of Defense| Homeland Security| and the Intelligence Community.,,2
9604,Headquartered in the United States| the company provides consulting and TPA (third party administration) for the financial services| namely ; retirement savings| health savings account.Looking to acquire similar companies that are into administration and consulting services for HSA ( Health Savings Account - Tax advantage medical savings account). Examples of the services provided under HSA administration :1) Fully/ Self administered programs - Tax reporting statements to clients| Death benefit claims and processing| Call center support| Marketing support|Staff training2)Copyright Forms License3)HSA eForms - For better efficiency and removal of dual entry4)HSA service centre,,2
9603,USA based| the company provides consulting and third party administration services in the financial services domain| mainly retirement plan services| college savings| and health savings plans.Looking to acquire:1) TPAs/ companies that provide similar consulting services to companies that provide healthcare services/ retirement plans to their employees.(Revenue range USD 2 Mn - USD 10 Mn)2) Record keeping private businesses (Revenue range - USD 50 Mn - USD 200 Mn)| companies that provide record keeping solutions to TPAs or Employers.The company is targeting these acquisitions as a part of its roll up strategy.,,2
9602,Headquartered in the United States| the company is the world’s leading high voltage power supply| X-Ray generator and Mono block X-Ray source manufacturer serving the medical| analytical| industrial| commercial| telecommunication and scientific communities.Looking to acquire companies in the same business ; Companies that are into designing and manufacturing of high performance| high voltage electrical products like X Ray generator| Mono block X Ray manufacturer| Portable X Ray imaging products| accessories etc.Interested in OEMs| Contract manufacturers to be excluded.,,2
9599,As an experienced investor in the software industry (+250 transactions) we aim to expand our presence in various sectors of vertical market software. We would like to acquire established and mission-critical software for media and communication related  companies with existing client relationships. We are interested in growing our presence via acquisitions in the software categories which drive sustained value for Communications Service Providers (CSPs) in telco| cable| satellite and media (radio| television| OTT content).We like companies with recurring and stable contract with clients and operating margins- 0% - 15% max.Only looking for software companies with their own IP| NOT interested in re-sellers.,,2
9598,As an experienced investor in the software industry (+250 transactions) we aim to expand our presence in various sectors of vertical market software. We would like to acquire established and mission-critical software for Facilities management| Fleet management| Transit (software for bus or rail operators) and	Marine/shipping companies with existing client relationships. We like companies with recurring and stable contract with clients and operating margins- 0% - 15% max.Only looking for software companies with their own IP| NOT interested in re-sellers.,,2
9597,As an experienced investor in the software industry (+250 transactions) we aim to expand our presence in various sectors of vertical market software. We would like to acquire established and mission-critical software for Education| Justice| Library companies with existing client relationships. These companies provide solutions that help in managing cultural assets (Museums)| Education institutions| law enforcement agencies| library operations etc.  We like companies with recurring and stable contract with clients and operating margins- 0% - 15% max.Only looking for software companies with their own IP| NOT interested in re-sellers.,,2
9596,As an experienced investor in the software industry (+300 transactions) we aim to expand our presence in various sectors of vertical market software. We would like to acquire established and mission-critical software for equipment rental management companies with existing client relationships. Addressing the full lifecycle of rental management from contract and order management through to inventory utilization| maintenance and financials.We like companies with recurring and stable contract with clients and operating margins- 0% - 15% max.Only looking for software companies with their own IP| NOT interested in re-sellers.,,2
9595,As an experienced investor in the software industry (+300 transactions) we aim to expand our presence in various sectors of vertical market software. We would like to acquire established and mission-critical software for retailing companies with existing client relationships. We are actively looking to build our presence in the retail technology space as we are excited by the potential of the industry.We would like to help companies in this vertical grow and establish themselves as the leading providers of mission-critical solutions for retailers and merchants across the following market segments: Hard & Soft Good Retailers| Specialty Retailers| Food & Pharmacy Retailers| Convenience & Fuel Retailers | Restaurants & Quick Service Retailers and Sports| Travel & Entertainment Venues We like companies with recurring and stable contract with clients and operating margins- 0% - 15% max.Only looking for software companies with their own IP| NOT interested in re-sellers.,,2
9594,As an experienced investor in the software industry (+300 transactions) we aim to expand our presence in various sectors of vertical market software. We would like to acquire established and mission-critical software companies in Agri-Food business with existing client relationships. Looking for companies providing comprehensive supply chain solutions and technologies that enable businesses to efficiently produce| process and deliver quality food and drink. We like companies with recurring and stable contract with clients and operating margins- 0% - 15% max. Only looking for software companies with their own IP| NOT interested in re-sellers.,,2
9592,We are actively looking for offerings that fit below profile:- --Hospital-based physician practices (minimum $1m EBITDA requirements)--US only--Other physician practices related to the hospital-based continuum of care (ie: post-acute care| etc.),,2
9587,Headquartered in the United States| the company is a global fintech leader and provides communications| technology| data and analytics solutions for wealth management| asset management and capital markets firms. The technology-driven solutions power the entire investment lifecycle| enabling clients to successfully manage the complexity and operational requirements of today’s capital markets. Looking for software and services companies| servicing financial institutions| commonly known as B2B fintech companies|servicing trading| risk management| compliance and regulations for banks| brokers| investment managers| asset management companies and wealth management firmsPrefer companies that own the IP| against the one's that implement their partner's software.Looking at technology solutions only. The company provides following solutions currently :Global Post Trade ManagementSecurities ProcessingManaged ServicesInvestment Management SolutionsExpense ManagementReconciliation and Process ControlData ManagementRisk Management,,2
9585,US Third party logistics technology strategic acquirer seeking consolidation and transformation opportunities. Looking for technology-driven logistics firms that optimizes the efficiency of freight movement.,,2
9582,Looking for UK based multi utility metering specialist| supplying smart| gas| water and electric metering products| services| and logistics solutions across domestic| commercial| and industrial platforms.,,2
9579,Looking for transformative acquisitions of precision engineered component manufacturers in industries like medical| aerospace etc.  	Precision component manufacturer with a focus on engineering. Ability to provide customer relationships with opportunities to cross-sell existing die cast products,,2
9578,Looking for Metal Injection Molding opportunities in Europe and North America. Need desirable customer base with long-standing relationships preferably with top-tier global and/or regional customers.,,2
9577,We are looking for Die casting and Investment casting opportunities – in zinc| aluminum| and magnesium as well stainless steel and other specialty metals in new markets for expansion.The die castings should be: high volume| complex geometry| high gross margin| low weight ( < 1 kg). We are especially interested in multi-slide zinc die castings.,,2
9576,We are looking for Die casting and Investment casting opportunities – in zinc| aluminum| and magnesium as well stainless steel and other specialty metals.The die castings should be: high volume| complex geometry| high gross margin| low weight ( < 1 kg). We are especially interested in multi-slide zinc die castings.,,2
9573,Headquartered in Australia| this is a diversified automotive retailing and logistics group. It operates via subsidiaries in the following segments : motor parts and industrial supplies distribution| automotive retailing| transport and cold storage| vehicle storage and engineering| motorcycle importation and distribution and auto financing.The company is looking for auto finance brokers| preferably with online businesses: profitable businesses mainly in UK| Ireland and Singapore.,,2
9570,Based out of the United States| the company offers an extensive line of cheese and dairy-based powders| seasoning blends| concentrated pastes| flavor enhancers and hard Italian cheeses. Looking to acquire businesses that are into manufacturing of the mentioned products. The focus is on innovative dairy-based ingredient solutions| cheese and dairy powders| concentrated cheese flavours. These products can be used as ingredients or flavour enhancers for different end products.The targeted companies are food manufacturers and not end consumers.The country in focus is United States but the company is open to other geographies as well| provided the business matches. The company serves major food manufacturers| food service providers| restaurant chains and industrial ingredient and private label food manufacturers,,2
9569,We are looking for legal| regulatory| financial and management (sector specialist) consulting firms. Not interested in technology implementation services,,2
9565,We are looking for HR solutions company with a focus on Executive Search| Recruitment| Training & Learning and Temporary Staffing services. Also| interested in Professional staffing and technology platforms that help in increasing efficiency.,,2
9564,Looking for branded packaged food products like Noodle| chips| vermicelli and baby (under 4 years) food products in Asia. Also| interested in rice related products.,,2
9563,We are focused on a)	HCM on cloud as SaaS ; b)	Payroll & benefits as managed Service; c)	Compliance & regulatory lodgments on Payroll taxes where applicable,,2
9561,We are looking for businesses with established and sustainable profitability| solid market positions| and most importantly| strong management teams that are seeking a long-term partner to invest in and help grow the business.We look to invest permanent capital in businesses that meet the following criteria:· Revenue – Greater than $25 million· EBITDA – $10 million to $100 million and greater. Margin >10%. · Geography – North America for platform investments; global for add-ons· Ownership – Majority control· Management – Existing management teams to remain in place post closing· NOT interested in retail and restaurant chains,,2
9559,We are looking for UK based companies in regulated businesses like electricity| rail| water| telecom| gas etc. We would prefer companies with long terms contracts and have an EBITDA margin above 4%.,,2
9558,We are looking for contract research organization (CRO) that provides analytical support to the pharmaceutical| biotechnology| and medical device industries in the form of research services. These services help in drug discovery| validation and commercialization. Also| companies providing proteomics and immune monitoring services.NOT interested in diagnostic centers and labs. Only interested in the Analytical domain of the process.,,2
9557,We are looking for businesses that provide software solutions that are used in travel and tourism industry like hotel booking| car booking| aggregators| travel ecommerce| trip packages etc.Not looking for portals.,,2
9552,Based out of USA| the company provides innovative solutions for the world's most critical and demanding applications| from nuclear reactor pressure vessels to jet engines. It is a globally trusted source for engineered components| seals| assemblies and sub-systems that are custom-designed for the semiconductor| aerospace| power generation| oil and gas| medical and other industries.Looking to acquire businesses in the that provide the below engineered products in the mentioned industries :1) Aerospace components (engines| APUs| flight control systems| fuel systems| landing gear actuation)2) Semiconductor components (chamber systems- metal pedestals and heater assemblies| electrostatic chuck pedestals| and advanced subsystem assemblies.)3) Industrial Gas Turbine components (seals and wear components),,2
