id,udes,ades,ds
12917,US based voice and business communication solution provider that offers a suite of on-demand voice and data solutions that include cloud voice| unified communications| Internet connectivity etc. It offers a suite of custom| on-demand voice and data solutions that is scalable enough to provide you with an integrated and futuristic communications system. Solutions are designed to fit specific needs by a dedicated team of the best voice experts.,NULL,2
12911,Northeast US based commercial subcontractor with revenue of USD 168m and EBITDA margin of 12%. This is a commercial interior subcontractor that is known for its expertise in multiple trades| including: drywall and carpentry| concrete| masonry| lath and acoustics| fireproofing and plaster. Its customer base consists of the nation's largest general contractors and corporate clients. The company has established strong relationships with union workers| which helps to maintain flexibility| while optimizing its workforce with quality craftsmen. It also has an experienced estimating team that leverages proprietary technology to maximize its bid-hit ratio.,Northeast US based commercial subcontractor with revenue of USD 168m and EBITDA margin of 12%. This is a commercial interior subcontractor that is known for its expertise in multiple trades| including: drywall and carpentry| concrete| masonry| lath and acoustics| fireproofing and plaster. Its customer base consists of the nation's largest general contractors and corporate clients. The company has established strong relationships with union workers| which helps to maintain flexibility| while optimizing its workforce with quality craftsmen. It also has an experienced estimating team that leverages proprietary technology to maximize its bid-hit ratio.,2
12910,Southeast US based| USD 24m of revenue and EBITDA margin of 7%. This is a Landscaping company| which primarily serves residential clients and provides a full range of services| including landscape design| installation and maintenance| irrigation| hardscaping| grading| fertilizing| sodding and pest control.The company has developed strong relationships with some of the nation's largest production builders. It has captured a dominant share of the residential landscaping market in one of the largest metropolitan areas on the East Coast. The company has significant growth opportunities by expanding into adjacent geographic markets| the commercial landscaping market and new service areas.,Southeast US based| USD 24m of revenue and EBITDA margin of 7%. This is a Landscaping company| which primarily serves residential clients and provides a full range of services| including landscape design| installation and maintenance| irrigation| hardscaping| grading| fertilizing| sodding and pest control.The company has developed strong relationships with some of the nation's largest production builders. It has captured a dominant share of the residential landscaping market in one of the largest metropolitan areas on the East Coast. The company has significant growth opportunities by expanding into adjacent geographic markets| the commercial landscaping market and new service areas.,2
12909,Texas US based| USD 28m (2017 E) of revenue with EBITDA being USD 11m (2017 E).This is a DNA sequencing and pharmacogenomics testing company with a strong medical advisory board. It provides next generation sequencing technology that is differentiated by enhanced technology| predictive analytics and specialized reporting| that enhances quality of care and medication therapy management.         The company uses the latest closed array and sequencing equipment with the capacity potential to perform more than 200 tests than current volumes. Its customer base consists of leading hospital systems| clinics and self- insured employer groups throughout the U.S. It is expected to have a continuous growth from its existing contract as demand for PGx testing and precision medicine continues to increase.,Texas US based| USD 28m (2017 E) of revenue with EBITDA being USD 11m (2017 E).This is a DNA sequencing and pharmacogenomics testing company with a strong medical advisory board. It provides next generation sequencing technology that is differentiated by enhanced technology| predictive analytics and specialized reporting| that enhances quality of care and medication therapy management. The company uses the latest closed array and sequencing equipment with the capacity potential to perform more than 200 tests than current volumes. Its customer base consists of leading hospital systems| clinics and self- insured employer groups throughout the U.S. It is expected to have a continuous growth from its existing contract as demand for PGx testing and precision medicine continues to increase.,2
12904,India-based with US$ 29M revenue| the company is primarily engaged in the business of procuring| processing| packaging and distribution of milk (50%) and milk-based value added products (50%). Products sold under a common umbrella brand| distributed primarily in Gujarat and neighbouring states (shorter shelf-life products) and pan-India (longer shelf-life products). Adheres to the highest safety standards and is ISO 22000:2005| HACCP certified| ISI| EIA and AGMARK approved. 6 chilling centres strategically located around the dairy| procuring about 100|000 litres of milk per day from network covering 600+ villages and 10|000+ farmers. Distribution network covering 20 states of India reaching the end consumer through consignment selling agents| super stockists| retailers| hotel / restaurant / cafe,India-based with US$ 29M revenue| the company is primarily engaged in the business of procuring| processing| packaging and distribution of milk (50%) and milk-based value added products (50%). Products sold under a common umbrella brand| distributed primarily in Gujarat and neighbouring states (shorter shelf-life products) and pan-India (longer shelf-life products). Adheres to the highest safety standards and is ISO 22000:2005| HACCP certified| ISI| EIA and AGMARK approved. 6 chilling centres strategically located around the dairy| procuring about 100|000 litres of milk per day from network covering 600+ villages and 10|000+ farmers. Distribution network covering 20 states of India reaching the end consumer through consignment selling agents| super stockists| retailers| hotel / restaurant / cafe.,2
12902,US-based| with revenue of USD 5.4 mn| the company sells| installs| services and maintains complex telephone and data| as it relates to voice applications as well as voice and data cabling exclusively to businesses. This telecom/software company has been in business for over 15 years and their customers range in size from small to enterprise. Certified business partners of 3 out of 4 of the largest market share manufacturers in the industry| namely; Avaya| Mitel and Shoretel.35% of business is managed services/maintenance contract recurring revenue with a good portion being multi-year.,US-based| with revenue of USD 5.4 mn| the company sells| installs| services and maintains complex telephone and data| as it relates to voice applications as well as voice and data cabling exclusively to businesses. This telecom/software company has been in business for over 15 years and their customers range in size from small to enterprise. Certified business partners of 3 out of 4 of the largest market share manufacturers in the industry| namely; Avaya| Mitel and Shoretel.35% of business is managed services/maintenance contract recurring revenue with a good portion being multi-year.,2
12901,US based| with a revenue of USD 8 mn| the company focuses on the commercial and industrial market.Services include design-build| automation| data communications| and security| thermal imaging| arc flash and new construction services as well as performing service calls| renovations| and additions. The Company is supported by 38 full-time| non-union employees and has transacted with over 500 clients throughout their surrounding geographic area.,US-based with US$ 8M revenue| this is an electrical contractor that focuses on the commercial and industrial market. Services include design-build| automation| data communications| and security| thermal imaging| arc flash| and new construction services as well as performing service calls| renovations| and additions. The company is supported by 38 full-time| non-union employees and has transacted with over 500 clients throughout their surrounding geographic area.,2
12899,The Company is the largest Central and Eastern European online retailer focusedon lingerie/underwear: #1 in the Czech Republic| Slovakia| Poland and Romania|#3 in Ukraine; with recently opening in Austria| Hungary and Bulgaria in 1Q2017and planning to start business in France| Italy| Spain| Sweden and Finland in2017/2018.,Based in Czech Republic| the Company is the largest Central and Eastern European online retailer focused on lingerie/underwear It has largest market share in the Czech Republic| Slovakia| Poland and Romania and rank 3 in Ukraine with recently opening in Austria| Hungary and Bulgaria. In the FY16| the revenue of the Company is USD17m with positive EBITDA. In the FY17| the estimated revenue is USD26m. The owners is looking for a strategic or financial investor to speed up the Company’s growth and to fully utilize its business model| newly developed e-commerce platform and expand to Western European markets to become European leader in lingerie segment. Majority stake is offered.,2
12896,Aerospace and Defense component manufacturing firm based in Germany with Rev / EBITDA of $10M/$3M is seeking a buyer. It manufactures components that are critical to the engines and driveshaft / transmission of the armoured vehicles including fighter jets| war tanks etc,Aerospace and Defense component manufacturing firm based in Germany with Rev / EBITDA of $10M/$3M is seeking a buyer. It manufactures components that are critical to the engines and driveshaft / transmission of the armoured vehicles including fighter jets| war tanks etc.,2
12890,US based construction company that generated revenue of USD 50mn and EBITDA of USD 5mn is available for sale. The company has a very strong business model and a broad base of loyal customers. The company has been generating profits since past five years.,NULL,2
12889,US based| this company is active in the manufacturing of tubing| die casting and other Auto components. It has US$ 237M of revenue and US$ 23M in EBITDA. The products of the company are distributed to automotive (93% of revenue) and industrial clients (7% of revenue). The company's products include: i) Automotive: seat adjuster components| exhaust hangers| seat-back frames| HVAC tubes| steering columns| heater core tubes| engine brackets| hydraulic pumps| air bag tube assemblies| transmission and engine cooling line| CRFM assemblies and heat exchanger assemblies.It is looking for majority or 100% stake sale.,US based| this company is active in the manufacturing of tubing| die casting and other Auto components. It has US$ 237M of revenue and US$ 23M in EBITDA. The products of the company are distributed to automotive (93% of revenue) and industrial clients (7% of revenue). The company's products include: i) Automotive: seat adjuster components| exhaust hangers| seat-back frames| HVAC tubes| steering columns| heater core tubes| engine brackets| hydraulic pumps| air bag tube assemblies| transmission and engine cooling line| CRFM assemblies and heat exchanger assemblies.It is looking for majority or 100% stake sale.,3
12883,Company is looking to divest its insurance broking business with operations across Thailand| Singapore & HK having Rev/EBITDA of $10M/$3M.Its clients include large multi-national companies|small & medium businesses and individual consumers. In Thailand they have joint-venture partnerships with an established local conglomerate respectively where as Singapore & Hong Kong business is 100% owned.Their businesses span multiple lines of business as below : - Insurance & Reinsurance brokers for Fire| liabilities & others- Motor & Accident insurance- Workmen compensation|marine cargo - Advisory| risk management| consulting services etc,Malaysia based conglomerate is looking to divest its insurance broking business with operations across Malaysia| Thailand| Singapore & HK having Rev/EBITDA of $10M/$3M.Its clients include large multi-national companies|small & medium businesses and individual consumers. In Malaysia & Thailand they have joint-venture partnership with a global insurance broker & established local conglomerate respectively where as Singapore & Hong Kong business is 100% owned.Their businesses span multiple lines of business as below : - Insurance & Reinsurance brokers for Fire| liabilities & others- Motor & Accident insurance- Workmen compensation|marine cargo - Advisory| risk management| consulting services etc,2
12875,Morocco-based with US$ 12M revenue| this company is a table olives and processed terroir vegetable production and exportation specialist. Offers a wide palette of products: olives| capers and processed vegetables. The company exports all of its production.Olives - It produces different types of canned olives: green| black| natural black and wrinkled. The company also produces capers (Morocco is the world leading exporter of capers).Processed Vegetables -The company also produces mini peppers| dried tomatoes and grilled vegetables.,Morocco-based with US$ 12M revenue| this company is a table olives and processed terroir vegetable production and exportation specialist. Offers a wide palette of products: olives| capers and processed vegetables. The company exports all of its production.Olives - It produces different types of canned olives: green| black| natural black and wrinkled. The company also produces capers (Morocco is the world leading exporter of capers).Processed Vegetables -The company also produces mini peppers| dried tomatoes and grilled vegetables.,2
12874,Italy based| with a revenue of USD 47 mn and EBITDA of 5 mn| the company is a plastic products manufacturer. The company is a leading manufacturer of accessories for automotive and household appliance markets. The company is a leading manufacturer of housewares and home accessories| which it markets under its own brands. The company covers an area of over 27|000 square meters| in which are located the moulds division| the molding division and the technical and commercial offices. The total area was recently expanded with a warehouse of 5|000 square meters| fully automated. The company markets a wide portfolio of household goods and furnishings for large retailers| whose design is studied and developed internally. With a wide network of agents the products are present| for some years now| in the Point of Purchase of the largest retail chains in many countries across Europe and beyond.NB: the advisor will need a buy-side mandate.,Italy based| with a revenue of USD 47 mn and EBITDA of USD 5 mn| the company is a plastic products manufacturer. The company is a leading manufacturer of accessories for automotive and household appliance markets. The company is a leading manufacturer of housewares and home accessories| which it markets under its own brands. The company covers an area of over 27|000 square meters| in which are located the moulds division| the molding division and the technical and commercial offices. The total area was recently expanded with a warehouse of 5|000 square meters| fully automated. The company markets a wide portfolio of household goods and furnishings for large retailers| whose design is studied and developed internally. With a wide network of agents the products are present| for some years now| in the Point of Purchase of the largest retail chains in many countries across Europe and beyond.NB: the advisor will need a buy-side mandate.,2
12869,US-based with US$ 19M revenue| the company is a well diversified oilfield construction and maintenance provider operating in the heart of the Bakken. The company operates within a seventy five mile radius of their facilities. They operate several divisions based upon services provided. Divisions of the business also supply products and service to municipalities and the general public. The wide array of service offerings makes the company nearly a one stop shop for some of its customers. Due to the broad service offerings| large maintenance aspect| and the niche market served| the company is poised to survive and thrive in a competitive market. They have effectively created a market barrier for outside competition.,US-based with US$ 19M revenue| the company is a well diversified oilfield construction and maintenance provider operating in the heart of the Bakken. The company operates within a seventy five mile radius of their facilities. They operate several divisions based upon services provided. Divisions of the business also supply products and service to municipalities and the general public. The wide array of service offerings makes the company nearly a one stop shop for some of its customers. Due to the broad service offerings| large maintenance aspect| and the niche market served| the company is poised to survive and thrive in a competitive market. They have effectively created a market barrier for outside competition.,2
12867,Indonesia based 3rd largest producer and exporter of cocoa butter and powder with Rev/EBITDA of USD 95M/16M & total capacity of 100|000 MT is looking for 24% stake sale.Company is in the midstream of chocolate supply chain| processing cocoa beans into cocoa butter and powder which is exported to US & Europe. Founded in 1970 as a cocoa trading business| company pivoted to high margin cocoa processing in 2010. Direct access to 1000+ local farmers in South Sulawesi region ensuring affordable| stable supply. Revenue CAGR of 20% last three years.,Indonesia based 3rd largest producer and exporter of cocoa butter and powder with Rev/EBITDA of USD 95M/16M & total capacity of 100|000 MT is looking for 24% stake sale.Company is in the midstream of chocolate supply chain| processing cocoa beans into cocoa butter and powder which is exported to US & Europe. Founded in 1970 as a cocoa trading business| company pivoted to high margin cocoa processing in 2010. Direct access to 1000+ local farmers in South Sulawesi region ensuring affordable| stable supply. Revenue CAGR of 20% last three years.,3
12866,The Company is a specialized construction services business supporting the civil| municipal and oil & gas markets. Operating from two facilities servicing Montana and Western North Dakota| the Company is strategically positioned to support the massive infrastructure build-up required for highway expansion / refurbishment and pipeline development in support of a shift in Bakken production techniques. With over 100 employees and $16.8MM of equipment assets| the Company is poised for growth & able to capitalize on the anticipated increase in infrastructure projects in the region and beyond. The company is currently licensed to operate in eight states. The company is an experienced water pipeline constructor with maintenance contracts. As a result of its 2014 water pipeline activities| the Company has secured water rights to offer the acquirer the opportunity to develop a water pipeline transportation corridor in support of re-fracturing operations.,US-based with US$ 33M revenue| this company offers highway and pipeline infrastructure construction services to civil| municipal and oil & gas markets. It is strategically positioned to support the massive infrastructure build-up required for highway expansion / refurbishment and pipeline development in support of a shift in Bakken production techniques. It is licensed to operate in eight states and has also secured water pipeline development rights that would be beneficial for an acquirer to develop a water pipeline transportation corridor in support of re-fracturing operations.,2
12858,- Based in US| the Company specializes in offering digital technologies for advertising and marketing. - The Company offers adtech stack technologies for digital advertising. - It uses sophisticated technology and IT systems to implement the projects. - Notable clients are HBO| Google| The Wall Street Journal and Walt Disney. - In the year 2016| the revenue of the Company is USD7.5m.  - The scope of transaction is majority to 100% stake sale.,Based in US| the Company specializes in offering digital technologies for advertising and marketing. The Company offers adtech stack technologies for digital advertising. It uses sophisticated technology and IT systems to implement the projects.  Notable clients are HBO| Google| The Wall Street Journal and Walt Disney.  In the year 2016| the revenue of the Company is USD7.5m.,3
12855,“PIPES” is a successful and highly qualified business in the fields of pipeline construction| turnaround management| installation and apparatus construction with double-digit growth rates and EBIT margins| which the on-site management approach pursues.Counted amongst the long-term customers of “PIPES” are the international TOP businesses in the chemical and pharmaceutical field| which| through their production sites| enable a very high and profitable growth potential in Germany.The shareholders of “PIPES” have decided to fully sell their shares to a new investor that would like to realise this growth potential. Naturally| following the sale of their shares| the shareholders can continue to assist and advise the new owner upon request.,Founded about 20 years ago in Germany| the Company specializes in the field of pipeline construction| shut-down management/ turnaround| heavy installation and dismantling| plastic and apparatus construction. As a qualified business for complex welding processes the Company  implements individual customer requirements and thereby constantly fulfills  the current technical and regulatory requirements of German and international norms of the chemical| pharmaceutical and food and oil processing industries. In the year 2016| the revenue of the Company is USD17m and EBITDA margin is 11%.,2
12851,Florida based with USD 31M in revenues| this engineering and consulting firm has a deep level of knowledge| experience and success in the mobile technologies markets while demonstrating its vision toward the emerging markets. It's headquartered in Florida and employs over 300 telecommunications engineers in 14 Latin American countries. The services provided are Network Planning| Network Implementation| Radio Frequency Engineering Services| CORE Planning| Consulting| Staff augmentation and Head Hunting and ongoing support/maintenance services.,Florida based with USD 31M in revenues| this engineering and consulting firm has a deep level of knowledge| experience and success in the mobile technologies markets while demonstrating its vision toward the emerging markets. It's headquartered in Florida and employs over 300 telecommunications engineers in 14 Latin American countries. The services provided are Network Planning| Network Implementation| Radio Frequency Engineering Services| CORE Planning| Consulting| Staff augmentation and Head Hunting and ongoing support/maintenance services.,3
12850,Florida based| with USD 27M in revenues| this company is a highly profitable| used car business.Highly visible location on extremely busy thoroughfare.,Florida based| with USD 27M in revenues| this company is a highly profitable| used car business.Highly visible location on extremely busy thoroughfare.,3
12849,US-based| with USD 7mn in revenue| this company manages a nationally recognized branded fitness product line. it has multiple sales channels mainly through direct e-commerce & dealer websites ( around 87% of sales)| amazon/ prime (around 8%)| & local store. Its customers include commercial gyms| military| universities| sports teams| regional dealers| & individuals.,US-based| with USD 7mn in revenue| this company manages a nationally recognized branded fitness product line. it has multiple sales channels mainly through direct e-commerce & dealer websites ( around 87% of sales)| amazon/ prime (around 8%)| & local store. Its customers include commercial gyms| military| universities| sports teams| regional dealers| & individuals.,3
12846,US-based| with USD 6mn in revenue| this is a fully licensed and insured contracting company with almost two decades of experience in residential construction. Custom new home building| specialized remodeling| personalized home additions| architectural design assistance and coordination. It is one of the premier home builders in South Florida.,US-based| with USD 6mn in revenue| this is a fully licensed and insured contracting company with almost two decades of experience in residential construction. Custom new home building| specialized remodeling| personalized home additions| architectural design assistance and coordination. It is one of the premier home builders in South Florida.,3
12845,US-based| with USD 6mn in revenue| this is an exceptionally profitable green business derives revenue from landscape care & maintenance| landscape design| and installation of palms| trees| shrubs| plants| lawns| walkways| retaining walls| ponds & similar structures. It has a seasoned staff| dependable employees and tremendous customer base has enabled this time-honored business to experience superior| yet managed growth. Annual contracts for fertilization| trimming| mowing and seasonal plantings provide for even cash flow.,US-based| with USD 6mn in revenue| this is an exceptionally profitable green business derives revenue from landscape care & maintenance| landscape design| and installation of palms| trees| shrubs| plants| lawns| walkways| retaining walls| ponds & similar structures. It has a seasoned staff| dependable employees and tremendous customer base has enabled this time-honored business to experience superior| yet managed growth. Annual contracts for fertilization| trimming| mowing and seasonal plantings provide for even cash flow.,3
12844,Florida based company with USD 17.4M in revenues| is an auto dealership dealing in New and Used car sales| repair and in house finance.150 used autos and trucks in inventory. Fully loaded showroom with New autos| as well as new motorcycle dealership.,Florida based company with USD 17.4M in revenues| is an auto dealership dealing in New and Used car sales| repair and in house finance.150 used autos and trucks in inventory. Fully loaded showroom with New autos| as well as new motorcycle dealership.,3
12843,US-based| with USD 6mn in revenue| this is a premier commerical painting contractor company. Since 2004 this co. has been providing Painting & Waterproofing services to local GC's for large comm. projects. Int. & ext. painting - new & existing structures| Waterproofing| deck coatings| caulking| expansion joints| below grade waterproofing| Electro-static refinishing| wall covering| faux finishing & Venetian plaster.,US-based| with USD 6mn in revenue| this is a premier commerical painting contractor company. Since 2004 this co. has been providing Painting & Waterproofing services to local GC's for large comm. projects. Int. & ext. painting - new & existing structures| Waterproofing| deck coatings| caulking| expansion joints| below grade waterproofing| Electro-static refinishing| wall covering| faux finishing & Venetian plaster.,3
12842,US-based| with USD 6mn in revenue| this is a full-service Lawn Maintenance Company that provides Lawn Care| Landscaping| Pest Control| Irrigation| and Mower Sales/Service. The company has 400 customer accounts built over 40 years. Directed by an experienced and motivated management team the company is efficient| well organized| with an excellent reputation for quality service. The company has demonstrated consistent annual growth. Corporate Office| Repair Facilities| and land included with the sale.,US-based| with USD 6mn in revenue| this is a full-service Lawn Maintenance Company that provides Lawn Care| Landscaping| Pest Control| Irrigation| and Mower Sales/Service. The company has 400 customer accounts built over 40 years. Directed by an experienced and motivated management team the company is efficient| well organized| with an excellent reputation for quality service. The company has demonstrated consistent annual growth. Corporate Office| Repair Facilities| and land included with the sale.,3
12841,US-based| with USD 6mn in revenue| this company is a fast growing| high volume & profitable roofing company for sale. Prospective Buyers must qualify financially to receive detailed information.,US-based| with USD 6mn in revenue| this company is a fast growing| high volume & profitable roofing company for sale. Prospective Buyers must qualify financially to receive detailed information.,3
12840,US-based| with USD 5.6mn in revenue| this is an Electrical Contracting Company. New Commercial Construction accounts for another large part of the business. The company does not do residential work. The owner Will Finance 20%.,US-based| with USD 5.6mn in revenue| this is an Electrical Contracting Company. New Commercial Construction accounts for another large part of the business. The company does not do residential work. The owner Will Finance 20%.,3
12838,Florida based company with USD 17M in revenues| is a very busy Receptive tour operator located in Kissimmee that generates rentals of Vacation Homes in the Disney Area. The company generates income from third party villa rentals and attraction ticket sales from top established corporate base on International Tour Operators. High volume of business comes in from the UK| Online Travel Agents| Bed Banks and other Agents,Florida based company with USD 17M in revenues| is a very busy Receptive tour operator located in Kissimmee that generates rentals of Vacation Homes in the Disney Area. The company generates income from third party villa rentals and attraction ticket sales from top established corporate base on International Tour Operators. High volume of business comes in from the UK| Online Travel Agents| Bed Banks and other Agents.,3
12835,US-based| with USD 5.3mn in revenue| this company is Florida's premiere full-service| premium landscape & design firm offering a full range of services including custom landscapes| lighting| pavers| irrigation design & installation. It has a great mix of high-end residential owners| builders & commercial customers. Growing strong year after year with great staff in place.,US-based| with USD 5.3mn in revenue| this company is Florida's premiere full-service| premium landscape & design firm offering a full range of services including custom landscapes| lighting| pavers| irrigation design & installation. It has a great mix of high-end residential owners| builders & commercial customers. Growing strong year after year with great staff in place.,3
12834,US-based| with USD 5.3mn in revenue| this company is a niche business being exclusive distributors of equipment for many top brands. Nationwide Sales & Distribution Company of new & used automotive equipment| like| motorcycle & automotive lifts|for comm & residential applications. Also distributors of garage lifts| alignment lifts| wheel balancers| pipe benders| auto jacks & various other automotive equipment.,US-based| with USD 5.3mn in revenue| this company is a niche business being exclusive distributors of equipment for many top brands. Nationwide Sales & Distribution Company of new & used automotive equipment| like| motorcycle & automotive lifts|for comm & residential applications. Also distributors of garage lifts| alignment lifts| wheel balancers| pipe benders| auto jacks & various other automotive equipment.,3
12833,US-based| with USD 5.3mn in revenue| this company is a major importer/distributor of natural stone for the Southern US| Central America & the Caribbean. Products include large selection of beautiful| high quality marble & stone imported from Spain & several other countries. Sales mix: 15% retail; 35% builders; 50% distributors. Company has become widely recognized as a leading flooring supplier for the construction industry by providing competitive pricing & high quality| with excellent customer service.,US-based| with USD 5.3mn in revenue| this company is a major importer/distributor of natural stone for the Southern US| Central America & the Caribbean. Products include large selection of beautiful| high quality marble & stone imported from Spain & several other countries. Sales mix: 15% retail; 35% builders; 50% distributors. Company has become widely recognized as a leading flooring supplier for the construction industry by providing competitive pricing & high quality| with excellent customer service.,3
12832,US-based| with USD 5.3mn in revenue| this company is a well established tile distribution company with a great reputation and consistent sales history. Company sells| ceramic tile| natural stone and setting materials to an extensive list of builders and tile contractors. Company does little or no advertising and business continues to grow through word of mouth. Excellent opportunity for someone wanting to get into tile distribution in Southwest Florida.,US-based| with USD 5.3mn in revenue| this company is a well established tile distribution company with a great reputation and consistent sales history. Company sells| ceramic tile| natural stone and setting materials to an extensive list of builders and tile contractors. Company does little or no advertising and business continues to grow through word of mouth. Excellent opportunity for someone wanting to get into tile distribution in Southwest Florida.,3
12831,Florida based contractor with USD 15.5M in revenues| specialises in custom home-building & remodeling. Consistent year over year growth with robust contract pipeline. All word of mouth and repeat clients.,Florida based contractor with USD 15.5M in revenues| specialises in custom home-building & remodeling. Consistent year over year growth with robust contract pipeline. All word of mouth and repeat clients.,3
12829,US-based| with USD 5mn in revenue| this is a 40 year old family business that has served the family well. The second Generation has been running the business for over 15 years and the owners want to invest in another direction. They will stay and help. Buyer needs a General Contractor's License in Florida. Work in process and uncollected profits to be evaluated and negotiated at time of contract.,US-based| with USD 5mn in revenue| this is a 40 year old family business that has served the family well. The second Generation has been running the business for over 15 years and the owners want to invest in another direction. They will stay and help. Buyer needs a General Contractor's License in Florida. Work in process and uncollected profits to be evaluated and negotiated at time of contract.,3
12828,US-based| with USD 5mn in revenue| this company is a 40 year old family owned and operated construction company. Second generation pursuing other business and wants business sold. Willing to help Buyer with down payment. Excellent History with quality continuing clients.,US-based| with USD 5mn in revenue| this company is a 40 year old family owned and operated construction company. Second generation pursuing other business and wants business sold. Willing to help Buyer with down payment. Excellent History with quality continuing clients.,3
12827,US-based| with USD 5mn in revenue| this is Appliance Delivery and installation Company with over a quarter century of experience in providing excellent customer service. Family owned and operated since the 1970's. All of its installers are factory trained| fully licensed and insured| drug tested and background checked. The Company takes pride on being able to offer their customers a turn-key delivery and installation process. Site inspections are done prior to install to make sure the home is ready for installation and to see if any modifications.,US-based| with USD 5mn in revenue| this is Appliance Delivery and installation Company with over a quarter century of experience in providing excellent customer service. Family owned and operated since the 1970's. All of its installers are factory trained| fully licensed and insured| drug tested and background checked. The Company takes pride on being able to offer their customers a turn-key delivery and installation process. Site inspections are done prior to install to make sure the home is ready for installation and to see if any modifications.,3
12826,US-based| with USD 23mn in revenue| this company is into a low-overhead trading business; buying low in markets where the products have little value. and selling at a hub marketplace where there is high demand. All transactions are paid in full at time of sale| buyers mostly from the Caribbean| Africa| Latin America and Europe. Have a well-oiled disciplined system/machine to know all costs and what to expect for a price at market. The company knows all factors before the bidding begins| as well as what the market price range should be on the sell side.,US-based| with USD 23mn in revenue| this company is into a low-overhead trading business; buying low in markets where the products have little value. and selling at a hub marketplace where there is high demand. All transactions are paid in full at time of sale| buyers mostly from the Caribbean| Africa| Latin America and Europe. Have a well-oiled disciplined system/machine to know all costs and what to expect for a price at market. The company knows all factors before the bidding begins| as well as what the market price range should be on the sell side.,2
12823,US-based| with USD 30mn in revenue| this company is a fast growing full service residential real estate investment company| broker and contractor. The company has been in business for over 15 years and acquires undervalued assets| through foreclosure| estate sales| and by offering cash for anxious sellers.,US-based| with USD 30mn in revenue| this company is a fast growing full service residential real estate investment company| broker and contractor. The company has been in business for over 15 years and acquires undervalued assets| through foreclosure| estate sales| and by offering cash for anxious sellers.,2
12821,Florida based construction company with USD 10.8M in revenues| specialises in underground utilities| site preparation| masonry| carpentry & complete renovation/restorations| as well as storm recovery & the transportation of building materials.,Florida based construction company with USD 10.8M in revenues| specialises in underground utilities| site preparation| masonry| carpentry & complete renovation/restorations| as well as storm recovery & the transportation of building materials.,3
12820,Florida based with USD 10M in revenues| this is a rapidly growing company specialising in wholesale of marine electronics including navigation communications| sonar| safety and security| & entertain. equip. Clients include boat dealers| boat mfgrs| boatyards| shipyards| etc. Company sells best brands| known for quality| reliability| and service,Florida based with USD 10M in revenues| this is a rapidly growing company specialising in wholesale of marine electronics including navigation communications| sonar| safety and security| & entertain. equip. Clients include boat dealers| boat mfgrs| boatyards| shipyards| etc. Company sells best brands| known for quality| reliability| and service.,3
12819,Florida based with USD 9.5M in revenues| the company is an established currency exchange with 12 locations in South Florida. Experienced compliance team that ensures all employees routinely trained and tested on the latest enhanced compliance concepts.This is a Money Service Business| registered under FINCEN and the Fl Office of Financial Regulation and licensed for all activities involving checks and foreign exchange,Florida based with USD 9.5M in revenues| the company is an established currency exchange with 12 locations in South Florida. Experienced compliance team that ensures all employees routinely trained and tested on the latest enhanced compliance concepts.This is a Money Service Business| registered under FINCEN and the Fl Office of Financial Regulation and licensed for all activities involving checks and foreign exchange.,3
12818,Florida based company with USD 8M in revenues| is a well established flat bed hauling company. Company consist of 9 company owned trucks|14 owner operators and 22 trailers.,Florida based company with USD 8M in revenues| is a well established flat bed hauling company. Company consist of 9 company owned trucks|14 owner operators and 22 trailers.,3
12817,Florida based company with USD 8M in revenues| specializes in the sale of new and used semi-trucks| vocational trucks| cranes and construction equipment. In business and in the same family since 1995. Also offers in-house financing with no prepayment penalties on all of their vehicles.,Florida based company with USD 8M in revenues| specializes in the sale of new and used semi-trucks| vocational trucks| cranes and construction equipment. In business and in the same family since 1995. Also offers in-house financing with no prepayment penalties on all of their vehicles.,3
12816,Florida based contractor| with USD 7.8M in revenues| is a very well established and profitable Plumbing Company with high volumes of sale and great cash flows. Full plumbing contractors for new projects primarily Hotels and Apartment Buildings.Their scope of work starts with Plumbing underground excavation all the way to Top-off.,Florida based contractor| with USD 7.8M in revenues| is a very well established and profitable Plumbing Company with high volumes of sale and great cash flows. Full plumbing contractors for new projects primarily Hotels and Apartment Buildings.Their scope of work starts with Plumbing underground excavation all the way to Top-off.,3
12812,Florida based company with USD 7M in revenues| is a profitable wholesale medical supply distributor providing disposable| non-prescription| non-perishable items to distributors of medical supplies throughout the US. The company has 16+ years relationships with customers and vendors.,Florida based company with USD 7M in revenues| is a profitable wholesale medical supply distributor providing disposable| non-prescription| non-perishable items to distributors of medical supplies throughout the US. The company has 16+ years relationships with customers and vendors.,3
12811,Florida based general contractor with USD 7M in revenues| works with custom home builders and general contractors on several phases of the construction process. From the slab and concrete block to the roof trusses| framing| drywall and stucco| company has an experienced crew and team of sub-contractors that is capable of completing the entire shell of the building.,Florida based general contractor with USD 7M in revenues| works with custom home builders and general contractors on several phases of the construction process. From the slab and concrete block to the roof trusses| framing| drywall and stucco| company has an experienced crew and team of sub-contractors that is capable of completing the entire shell of the building.,3
